Text,Sentiment,Positive
Se ha equivocado de numero no conozco a ninguna persona con ese nombre dejar de mandar mensajes o voy a reportar el numero por favor,negativo,0
No porque MIERDA envían mensajes . Si no tengi ningun prestamo con ,negativo,0
Algo más ctm,negativo,0
Te voy  a liquidarlo a ti ctmr,negativo,0
Me la pelas mierda quien es ese tal José perros,negativo,0
Yo no soy Luis no entiendo pq me envían ese mensaje,negativo,0
Hoy no jodan ok,negativo,0
"Hijos del diablo, rateros  ",negativo,0
ue los debe no soy yo mi teléfono está siendo clonado o simplemente,negativo,0
Deja de joder la concha de tu hermana,negativo,0
Imbécil n tengo,negativo,0
Y no soy Diana,negativo,0
No jodan yo no soy silvia,negativo,0
Solo les digo que ya eleve mi queja a indecopi por estos constantes mensajes ya que no soy la persona que buscan ustedes. ,negativo,0
Esta muy equivocado porque manda esta informacion,negativo,0
Soy sordo mensaje solo soy 94790275 0,negativo,0
Desculpa yo no travajo con esa empresa se a conjundido si ,negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
"No tengo ni guna deuda, quien mierda eres😡😡😡😡",negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
hdp,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
mierda,negativo,0
